,GID_0,NAME_0,NAME_1,LANDLESS,A0.1,A1.2,A2.5,A5.10,A10.20,A20.,A0.2,A0.5,A0.10,A0.20,N0.1,N1.2,N2.5,N5.10,N10.20,N20.,N0.2,N0.5,N0.10,N0.20,PA0.1,PA1.2,PA2.5,PA5.10,PA10.20,PA20.,PA0.2,PA0.5,PA0.10,PA0.20,PN0.1,PN1.2,PN2.5,PN5.10,PN10.20,PN20.,PN0.2,PN0.5,PN0.10,PN0.20
70,BFA,Burkina Faso,Est,2434.865021,13095.09088,34527.33535,33024.83221,58909.68393,5221.86409,0,47622.42623,80647.25844,139556.9424,144778.8065,21744.39922,18546.69189,9551.497787,8712.976929,462.6800079,0,40291.09111,49842.5889,58555.56583,59018.24583,0.090448949,0.238483354,0.228105432,0.406894389,0.036067876,0,0.328932303,0.557037735,0.963932124,1,0.353837241,0.301802328,0.155427409,0.14178252,0.007528992,0,0.655639569,0.811066978,0.952849498,0.96037849
71,BFA,Burkina Faso,Haut-Bassins,95648.269,8551.701782,26947.7181,130085.4646,289828.8611,158745.2637,124503.7778,35499.41988,165584.8844,455413.7455,614159.0092,10078.74707,17983.86609,37522.41422,41055.88501,8328.031982,3862.26416,28062.61316,65585.02737,106640.9124,114968.9444,0.011577274,0.036481759,0.176109406,0.392369653,0.214908977,0.168552931,0.048059034,0.22416844,0.616538092,0.831447069,0.046991662,0.08384889,0.174946408,0.191421042,0.038829039,0.018007616,0.130840552,0.30578696,0.497208002,0.53603704
72,BFA,Burkina Faso,Nord,43859.63312,14029.9677,38857.66543,136866.8811,118709.5687,0,0,52887.63313,189754.5142,308464.0829,308464.0829,19107.05426,25032.31392,42046.83127,19027.60066,0,0,44139.36818,86186.19945,105213.8001,105213.8001,0.045483311,0.125971442,0.443704433,0.384840814,0,0,0.171454753,0.615159186,1,1,0.128172095,0.167919349,0.282054491,0.127639112,0,0,0.296091444,0.578145935,0.705785047,0.705785047
73,BFA,Burkina Faso,Plateau-Central,5997.541794,19850.80613,76372.6346,272698.2274,108852.0432,26372.75122,85711.44385,96223.44073,368921.6681,477773.7114,504146.4626,23943.75452,48100.578,81377.42569,13909.05811,1883.767944,3296.593994,72044.33252,153421.7582,167330.8163,169214.5843,0.033653539,0.129476326,0.462311727,0.184539432,0.044710346,0.145308629,0.163129865,0.625441592,0.809981025,0.854691371,0.134132128,0.269457862,0.455873672,0.077918088,0.010552806,0.018467412,0.40358999,0.859463662,0.93738175,0.947934556
74,BFA,Burkina Faso,Sahel,39269.229,766.3340149,12569.11088,52627.48569,93641.90075,15113.48579,0,13335.44489,65962.93059,159604.8313,174718.3171,766.3340149,6710.847931,14089.64506,12887.62691,1217.669983,0,7477.181946,21566.827,34454.45391,35672.12389,0.004386111,0.071939285,0.301213328,0.535959265,0.086502011,0,0.076325397,0.377538724,0.913497989,1,0.010225783,0.089547995,0.18800895,0.171969499,0.016248305,0,0.099773779,0.287782728,0.459752227,0.476000533
75,BFA,Burkina Faso,Sud-Ouest,8566.107235,6528.219323,6689.709085,51948.78756,19056.1897,0,0,13217.92841,65166.71597,84222.90567,84222.90567,9328.460144,4108.45401,12143.875,2406.007965,0,0,13436.91415,25580.78915,27986.79712,27986.79712,0.07751121,0.079428619,0.616801179,0.226258992,0,0,0.156939829,0.773741008,1,1,0.255204349,0.112397471,0.332227362,0.065822621,0,0,0.36760182,0.699829182,0.765651803,0.765651803
76,BDI,Burundi,Bubanza,60508,71833,48852,349533,320094,508248,751558,120685,470218,790312,1298560,71833,24426,77750,34873,32958,24658,96259,174009,208882,241840,0.035038471,0.023828872,0.170494089,0.156134427,0.247911584,0.366592557,0.058867343,0.229361432,0.385495859,0.633407443,0.219668752,0.074695877,0.237763221,0.106643303,0.100787142,0.075405344,0.294364629,0.532127851,0.638771154,0.739558296
77,BDI,Burundi,Bujumbura Mairie,174945,35587,28838,119294,103059,70879,440181,64425,183719,286778,357657,35587,14419,30282,11908,4297,11199,50006,80288,92196,96493,0.044604293,0.036145182,0.149521582,0.12917284,0.088838837,0.551717266,0.080749475,0.230271058,0.359443897,0.448282734,0.12591062,0.051015967,0.107140962,0.04213178,0.015203247,0.039623262,0.176926588,0.28406755,0.32619933,0.341402576
78,BDI,Burundi,Bujumbura Rural,32980,131669,112842,623512,877858,1371580,362370,244511,868023,1745881,3117461,131669,56421,143090,106298,85292,14464,188090,331180,437478,522770,0.037837757,0.032427437,0.179178816,0.252270297,0.394151325,0.104134367,0.070265194,0.24944401,0.501714307,0.895865633,0.230911553,0.098947062,0.250940875,0.186417731,0.14957893,0.025365915,0.329858614,0.580799489,0.76721722,0.91679615
79,BDI,Burundi,Bururi,35802,73940,101460,423547,1333071,1213249,2271417,175400,598947,1932018,3145267,73940,50730,96674,147588,73851,65229,124670,221344,368932,442783,0.013650418,0.018731017,0.078193042,0.246104628,0.223983714,0.419337181,0.032381435,0.110574477,0.356679105,0.580662819,0.135965606,0.093285572,0.177770341,0.271394263,0.135801947,0.119947261,0.229251178,0.407021518,0.678415782,0.814217729
80,BDI,Burundi,Cankuzo,4862,35821,38832,113588,205151.5,646571,404404,74653,188241,393392.5,1039963.5,35821,19416,26006,24279,37910,14203,55237,81243,105522,143432,0.024800475,0.026885124,0.078642035,0.142035528,0.447649923,0.279986915,0.051685599,0.130327635,0.272363162,0.720013085,0.220440993,0.119485283,0.160039878,0.149411989,0.233296615,0.087404691,0.339926276,0.499966153,0.649378142,0.882674757
81,BDI,Burundi,Cibitoke,63333,66329,143516,517225,715979,996403,1959530,209845,727070,1443049,2439452,66329,71758,117333,77577,60962,39387,138087,255420,332997,393959,0.015078261,0.032624821,0.11757834,0.162760157,0.226507633,0.445450788,0.047703082,0.165281422,0.328041579,0.554549212,0.133545006,0.144475607,0.236235073,0.156191423,0.122739234,0.079300715,0.278020613,0.514255686,0.67044711,0.793186344
82,BDI,Burundi,Gitega,32908,72120,117858,710225,1304923,1621838,4808857,189978,900203,2205126,3826964,72120,58929,157743,146199,99011,127018,131049,288792,434991,534002,0.008351262,0.013647573,0.082241746,0.151105842,0.187803568,0.556850009,0.021998835,0.104240581,0.255346423,0.443149991,0.103930091,0.084920914,0.227318973,0.210683241,0.14268195,0.183042045,0.188851005,0.416169977,0.626853218,0.769535168
83,BDI,Burundi,Karuzi,56949,108516,158080,570053,972180,1470647,2424181,266596,836649,1808829,3279476,108516,79040,127200,113302,90549,59314,187556,314756,428058,518607,0.019025688,0.027715552,0.099945176,0.170448539,0.257842819,0.425022227,0.04674124,0.146686415,0.317134954,0.574977773,0.170926331,0.124497929,0.200355978,0.178464883,0.142626049,0.093427001,0.29542426,0.495780238,0.674245121,0.81687117
84,BDI,Burundi,Kayanza,60187,38007,89696,414200,662005,964597,3677552,127703,541903,1203908,2168505,38007,44848,94457,81014,57909,71257,82855,177312,258326,316235,0.006501305,0.015342991,0.070851174,0.113239573,0.164999589,0.629065368,0.021844296,0.09269547,0.205935043,0.370934632,0.084897884,0.100178923,0.210992698,0.180964486,0.129353845,0.159169852,0.185076807,0.396069505,0.577033991,0.706387836
85,BDI,Burundi,Kirundo,37944,133326,190760,1133900,891492,1151364,782292,324086,1457986,2349478,3500842,133326,95380,259825,106837,71851,30703,228706,488531,595368,667219,0.031128141,0.044537481,0.264736055,0.208140114,0.268813444,0.182644764,0.075665622,0.340401678,0.548541792,0.817355236,0.181182444,0.12961599,0.353087383,0.145185401,0.097641418,0.041723629,0.310798433,0.663885816,0.809071217,0.906712635
86,BDI,Burundi,Makamba,10335,32731,92894,341941,704848,1408394,2440900,125625,467566,1172414,2580808,32731,46447,82866,79967,85024,65327,79178,162044,242011,327035,0.006517902,0.018498487,0.068092569,0.140360212,0.28046115,0.48606968,0.025016389,0.093108958,0.23346917,0.51393032,0.081279473,0.115339821,0.205777545,0.198578584,0.211136413,0.162223707,0.196619294,0.402396839,0.600975423,0.812111836
87,BDI,Burundi,Muramvya,25423,28053,35230,250813,507406,1070062,2035570,63283,314096,821502,1891564,28053,17615,63117,56870,65778,53043,45668,108785,165655,231433,0.007143377,0.008970919,0.063866677,0.129205166,0.272479116,0.518334745,0.016114296,0.079980973,0.209186139,0.481665255,0.090523041,0.0568411,0.203669583,0.183511402,0.212256251,0.171162217,0.147364141,0.351033724,0.534545126,0.746801377
88,BDI,Burundi,Muyinga,26322,74026,107370,592753,793721,1144942,1939260,181396,774149,1567870,2712812,74026,53685,137705,92781,73260,48945,127711,265416,358197,431457,0.015912479,0.023080038,0.127416988,0.170616663,0.24611442,0.416859412,0.038992518,0.166409505,0.337026168,0.583140588,0.146087416,0.105945248,0.271755433,0.183099676,0.144575745,0.096591044,0.252032665,0.523788098,0.706887773,0.851463519
89,BDI,Burundi,Mwaro,7874,33388,61060,283898,566100,668303,919306,94448,378346,944446,1612749,33388,30530,62354,64950,40542,24758,63918,126272,191222,231764,0.013186127,0.0241148,0.112121577,0.223573343,0.263937,0.363067153,0.037300928,0.149422505,0.372995847,0.636932847,0.126280277,0.115470733,0.23583564,0.245654246,0.153338175,0.093639843,0.24175101,0.47758665,0.723240896,0.876579071
90,BDI,Burundi,Ngozi,76414,149522,176442,646036,1002987,1380108,1513783,325964,972000,1974987,3355095,149522,88221,145705,122310,88097,45322,237743,383448,505758,593855,0.030709745,0.036238739,0.132686833,0.205999616,0.283455038,0.310910029,0.066948484,0.199635316,0.405634933,0.689089971,0.208948967,0.123284111,0.203614914,0.170921658,0.123110827,0.063335062,0.332233077,0.535847991,0.706769649,0.829880476
91,BDI,Burundi,Rutana,9722,73697,58270,369395,347892,837646,4569074,131967,501362,849254,1686900,73697,29135,86921,38918,50575,95335,102832,189753,228671,279246,0.01178026,0.009314297,0.059046761,0.055609566,0.133895377,0.730353739,0.021094557,0.080141318,0.135750884,0.269646261,0.191767954,0.075812575,0.226178302,0.101269051,0.131601887,0.248072484,0.267580529,0.493758831,0.595027882,0.726629769
92,BDI,Burundi,Ruyigi,16216,62074,89848,496786,606461,1022040,839761,151922,648708,1255169,2277209,62074,44924,109305,69522,63638,31311,106998,216303,285825,349463,0.019914853,0.02882543,0.159381066,0.194567481,0.32789536,0.269415811,0.048740283,0.208121349,0.402688829,0.730584189,0.156361621,0.113161541,0.275334391,0.175122799,0.160301267,0.078871004,0.269523162,0.544857553,0.719980352,0.880281619
93,CMR,Cameroon,Adamaoua,337190,319400,254576,456517,46972,105150,44650,573976,1030493,1077465,1182615,319400,127288,129070,5948,7010,470,446688,575758,581706,588716,0.26025349,0.207433602,0.371979157,0.038273722,0.085678317,0.036381711,0.467687093,0.83966625,0.877939972,0.963618289,0.344784407,0.137404251,0.139327876,0.006420719,0.007567122,0.000507353,0.482188658,0.621516533,0.627937252,0.635504374
98,CMR,Cameroon,Centre,406049,195445,525418,1217542,804994,657163,560965,720863,1938405,2743399,3400562,195445,262709,336383,104320,45116,14025,458154,794537,898857,943973,0.049335774,0.13263017,0.307341588,0.203202957,0.165886286,0.141603225,0.181965944,0.489307532,0.692510489,0.858396775,0.143283186,0.19259527,0.246606605,0.076478303,0.033075107,0.010281904,0.335878456,0.582485061,0.658963364,0.692038471
104,CMR,Cameroon,Yaoundé,1603213,59207,26868,85121,76077,210304,0,86075,171196,247273,457577,59207,13434,20402,9122,10896,0,72641,93043,102165,113061,0.12939243,0.058717986,0.186025521,0.166260542,0.45960352,0,0.188110416,0.374135938,0.54039648,1,0.034497405,0.007827421,0.011887379,0.005315002,0.006348637,0,0.042324827,0.054212206,0.059527208,0.065875845
108,CMR,Cameroon,Est,365330,187860,346178,332794,49040,65194,0,534038,866832,915872,981066,187860,173089,95241,5558,5630,0,360949,456190,461748,467378,0.191485588,0.352859033,0.33921673,0.049986443,0.066452206,0,0.544344621,0.883561351,0.933547794,1,0.225601291,0.20786278,0.114375027,0.006674609,0.006761074,0,0.433464071,0.547839098,0.554513707,0.561274781
112,CMR,Cameroon,Extrême-Nord,928653,837009,1339784,2426102,718756,547915,33540,2176793,4602895,5321651,5869566,837009,669892,674668,87834,39141,780,1506901,2181569,2269403,2308544,0.141791288,0.226962552,0.410987368,0.121758952,0.092818086,0.005681755,0.368753839,0.779741207,0.901500159,0.994318245,0.258497512,0.206885966,0.208360961,0.027126196,0.012088103,0.000240891,0.465383479,0.67374444,0.700870636,0.712958739
118,CMR,Cameroon,Littoral,328267,119597,162010,290109,130329,11745,106115,281607,571716,702045,713790,119597,81005,78049,16736,783,1117,200602,278651,295387,296170,0.145866899,0.197596063,0.353832456,0.158956221,0.01432483,0.129423531,0.343462962,0.697295418,0.856251639,0.870576469,0.191185733,0.129493217,0.124767806,0.026753885,0.001251691,0.001785617,0.32067895,0.445446756,0.472200641,0.473452332
121,CMR,Cameroon,Douala,1737618,24954,26092,7641,10580,0,62310,51046,58687,69267,69267,24954,13046,2547,1058,0,2077,38000,40547,41605,41605,0.189653207,0.198302135,0.058072459,0.08040919,0,0.473563009,0.387955342,0.446027801,0.526436991,0.526436991,0.01400887,0.007323865,0.001429855,0.000593948,0,0.001166002,0.021332735,0.022762589,0.023356537,0.023356537
122,CMR,Cameroon,Nord-Ouest,558841,511507,939710,831595,138767,0,178056,1451217,2282812,2421579,2421579,511507,469855,250326,20030,0,2738,981362,1231688,1251718,1251718,0.196761084,0.361477669,0.319889138,0.053379417,0,0.068492692,0.558238753,0.878127891,0.931507308,0.931507308,0.282086718,0.259116405,0.138050193,0.011046177,0,0.001509957,0.541203123,0.679253316,0.690299493,0.690299493
129,CMR,Cameroon,Nord,485614,346563,516612,1581178,1261802,954354,0,863175,2444353,3706155,4660509,346563,258306,438006,161913,69820,0,604869,1042875,1204788,1274608,0.07436162,0.110848836,0.339271526,0.270743389,0.204774629,0,0.185210457,0.524481983,0.795225371,1,0.196885961,0.146746263,0.248835658,0.09198442,0.039665451,0,0.343632224,0.592467882,0.684452302,0.724117753
133,CMR,Cameroon,Ouest,953131,387967,513696,884646,289951,149487,0,901663,1786309,2076260,2225747,387967,256848,242053,40528,11499,0,644815,886868,927396,938895,0.17430867,0.230797121,0.397460268,0.13027132,0.06716262,0,0.405105791,0.80256606,0.93283738,1,0.205053736,0.135752891,0.127933231,0.021420424,0.006077612,0,0.340806627,0.468739859,0.490160283,0.496237895
141,CMR,Cameroon,Sud-Ouest,710031,120582,244738,1144553,413121,478739,348058,365320,1509873,1922994,2401733,120582,122369,303442,53821,32054,6807,242951,546393,600214,632268,0.043851333,0.089002401,0.416232725,0.150237236,0.174100141,0.126576165,0.132853733,0.549086458,0.699323694,0.873423835,0.089379189,0.09070377,0.224920799,0.039893826,0.023759438,0.005045564,0.180082959,0.405003758,0.444897584,0.468657022
147,CMR,Cameroon,Sud,416255,84265,40314,117266,234728,17400,10960,124579,241845,476573,493973,84265,20157,30376,27489,1101,274,104422,134798,162287,163388,0.166883527,0.079840296,0.232240713,0.464869597,0.034460017,0.02170585,0.246723823,0.478964536,0.943834132,0.97829415,0.145305276,0.034758422,0.05237991,0.047401611,0.001898548,0.000472481,0.180063699,0.232443608,0.279845219,0.281743767
151,CAF,Central African Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,TCD,Chad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,COG,Republic of Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,COD,Democratic Republic of the Congo,NA,NA,1500400,552500,334800,NA,NA,NA,2052900,2387700,NA,NA,3882900,468100,128600,NA,NA,NA,4351000,4479600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,CIV,Côte d'Ivoire,Ville D'abidjan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,CIV,Côte d'Ivoire,Sud,1212688.011,185171.401,566845.5686,1767859.937,3358566.909,5222404.553,3654746.76,752016.9696,2519876.907,5878443.816,11100848.37,185171.401,283422.7843,436538.9826,453063.217,351751.979,126314.1884,468594.1853,905133.1679,1358196.385,1709948.364,0.012549233,0.038415636,0.119809464,0.227613111,0.35392707,0.247685487,0.050964869,0.170774332,0.398387443,0.752314513,0.060732832,0.092957488,0.143176799,0.148596446,0.115368213,0.041428743,0.153690319,0.296867118,0.445463564,0.560831778
157,CIV,Côte d'Ivoire,Nord-Ouest,101200.931,23510.00717,62002.48135,456592.7082,1508472.869,2291252.416,1485965.412,85512.48853,542105.1968,2050578.065,4341830.482,23510.00717,31001.24068,113179.991,189197.3247,151497.4853,50798.12614,54511.24785,167691.2388,356888.5635,508386.0488,0.004034116,0.010639096,0.078347409,0.25884106,0.393159345,0.254978973,0.014673213,0.093020622,0.351861682,0.745021027,0.03560045,0.046944185,0.171384833,0.286495445,0.229407786,0.076921974,0.082544635,0.253929468,0.540424913,0.769832699
158,CIV,Côte d'Ivoire,Sud-Ouest,409356.7482,54004.35703,248998.9341,1292175.545,1575305.812,1343277.133,1105853.327,303003.2911,1595178.836,3170484.648,4513761.781,54004.35703,124499.467,323751.411,212760.7358,90941.4381,35334.13908,178503.8241,502255.2351,715015.9709,805957.409,0.009609974,0.044308895,0.229940222,0.280322723,0.239033654,0.196784532,0.053918869,0.283859091,0.564181814,0.803215468,0.04318109,0.099547944,0.258866871,0.170120358,0.072715438,0.028252658,0.142729035,0.401595906,0.571716263,0.644431701
159,CIV,Côte d'Ivoire,Ouest,308684.973,161294.8808,421854.1906,1950412.301,3617387.253,2525893.976,1217917.451,583149.0714,2533561.372,6150948.625,8676842.601,161294.8808,210927.0953,493441.9205,465459.2806,181843.5098,43789.04651,372221.9761,865663.8966,1331123.177,1512966.687,0.01630104,0.0426341,0.197115674,0.365586152,0.25527592,0.123087113,0.05893514,0.256050815,0.621636967,0.876912887,0.086464759,0.113070919,0.264517612,0.24951706,0.097480187,0.023473835,0.199535678,0.46405329,0.71357035,0.811050537
160,CIV,Côte d'Ivoire,Centre-Ouest,530809.3689,254009.3232,528810.3563,2792672.471,3652371.742,3289312.561,1327060.86,782819.6794,3575492.151,7227863.893,10517176.45,254009.3232,264405.1781,710795.3498,479303.6172,237018.4104,48781.5249,518414.5013,1229209.851,1708513.468,1945531.879,0.021445815,0.044647059,0.235783225,0.308366984,0.277714172,0.112042745,0.066092874,0.301876099,0.610243083,0.887957255,0.100592861,0.104709831,0.281489422,0.189813985,0.093864113,0.019318476,0.205302691,0.486792113,0.676606099,0.770470212
161,CIV,Côte d'Ivoire,Centre,273424.8178,109080.4931,188816.8577,713742.9349,1678610.662,1552610.981,719558.828,297897.3508,1011640.286,2690250.948,4242861.929,109080.4931,94408.42886,178592.6557,219615.2878,112956.9565,23032.61951,203488.9219,382081.5776,601696.8654,714653.822,0.021981307,0.038049345,0.143829588,0.338264477,0.312873708,0.145001575,0.060030651,0.20386024,0.542124717,0.854998425,0.107881791,0.09337096,0.176630073,0.217201901,0.111715655,0.02277951,0.20125275,0.377882824,0.595084725,0.70680038
162,CIV,Côte d'Ivoire,Centre-Est,120906.8235,9660.164345,50440.6239,405125.5126,474264.7798,763189.7864,992860.0302,60100.78825,465226.3008,939491.0806,1702680.867,9660.164345,25220.31195,103880.6398,60736.41031,56748.39526,28360.52359,34880.4763,138761.1161,199497.5264,256245.9216,0.003583757,0.018712617,0.150294701,0.175944197,0.283130479,0.368334248,0.022296374,0.172591075,0.348535272,0.631665752,0.023822067,0.062193555,0.256170754,0.149776629,0.139942142,0.06993735,0.086015623,0.342186377,0.491963005,0.631905147
163,CIV,Côte d'Ivoire,Nord,379949.1449,80593.07278,132403.3482,546663.0428,1703746.836,1845035.799,1186418.776,212996.421,759659.4638,2463406.3,4308442.099,80593.07278,66201.6741,137271.9188,211521.9885,121672.8748,35881.94476,146794.7469,284066.6657,495588.6542,617261.5289,0.014666991,0.024095851,0.099486239,0.31006187,0.335774798,0.215914252,0.038762841,0.138249081,0.44831095,0.784085748,0.078011469,0.064081064,0.132874746,0.204746394,0.117775379,0.034732554,0.142092533,0.274967278,0.479713673,0.597489052
164,CIV,Côte d'Ivoire,Centre-Nord,664852.4234,101154.1208,270606.6634,680547.118,1037745.238,1599297.891,3499787.845,371760.7842,1052307.902,2090053.141,3689351.032,101154.1208,135303.3317,187547.5046,133151.4014,112513.1465,63560.30569,236457.4525,424004.9571,557156.3585,669669.5051,0.014070409,0.03764104,0.094663232,0.144349032,0.222460286,0.486816002,0.051711448,0.14637468,0.290723712,0.513183998,0.072352054,0.096777806,0.134146261,0.095238605,0.080476773,0.045462494,0.16912986,0.303276121,0.398514726,0.478991499
165,CIV,Côte d'Ivoire,Nord-Est,108425.2698,36678.29293,113828.2042,526122.4893,721336.5034,975713.1494,413991.4293,150506.4971,676628.9864,1397965.49,2373678.639,36678.29293,56914.1021,130298.0368,93633.37714,69171.22242,16978.50368,93592.39502,223890.4319,317523.809,386695.0314,0.013157329,0.040832739,0.188731979,0.25875964,0.350010269,0.148508044,0.053990068,0.242722047,0.501481687,0.851491956,0.071623469,0.111138908,0.254439252,0.182842405,0.135073977,0.033154742,0.182762377,0.437201629,0.620044034,0.755118012
166,DJI,Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,191,NA,NA,NA,NA,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831718062,0.168281938,NA,NA,NA,NA,1,NA,NA,NA
167,EGY,Egypt,NA,NA,1403153,665914,684168,353250,236010,408204,2069067,2753235,3106485,3342495,3955941,365362,170625,35996,10953,3007,4321303,4491928,4527924,4538877,0.3741044,0.177543972,0.182410799,0.094182444,0.062924271,0.108834113,0.551648373,0.734059171,0.828241616,0.891165887,0.870991201,0.080442829,0.03756701,0.007925346,0.002411554,0.00066206,0.95143403,0.98900104,0.996926386,0.99933794
168,GNQ,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,ERI,Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,SWZ,Swaziland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,ETH,Ethiopia,Addis Abeba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,ETH,Ethiopia,Afar,63380.33295,12209.61486,9193.228255,10929.17116,0,0,0,21402.84312,32332.01428,32332.01428,32332.01428,93126.00909,6723.33036,3778.273781,0,0,0,99849.33945,103627.6132,103627.6132,103627.6132,0.37763236,0.284338247,0.338029393,0,0,0,0.661970607,1,1,1,0.557614241,0.040257548,0.022623317,0,0,0,0.597871788,0.620495106,0.620495106,0.620495106
173,ETH,Ethiopia,Amhara,166822.9222,856567.4017,1950286.986,2427794.128,632506.2111,202935.579,0,2806854.388,5234648.516,5867154.727,6070090.306,2020330.351,1308941.29,835337.5817,101277.0605,16888.04614,0,3329271.641,4164609.223,4265886.283,4282774.33,0.089877433,0.204638641,0.254742247,0.066367264,0.021293513,0,0.294516074,0.549258321,0.615625585,0.636919098,0.453222037,0.293635661,0.187391829,0.02271955,0.003788507,0,0.746857697,0.934249527,0.956969076,0.960757583
174,ETH,Ethiopia,Benshangul-Gumaz,2358.942627,35777.36209,67608.74897,129985.1681,131767.7637,19484.69849,0,103386.1111,233371.2792,365139.0429,384623.7414,122625.2747,48998.8598,44107.63809,20017.61963,1327.491089,0,171624.1345,215731.7726,235749.3922,237076.8833,0.09301912,0.175778928,0.337954094,0.342588742,0.050659115,0,0.268798048,0.606752143,0.949340885,1,0.512142551,0.204642975,0.184214864,0.083603277,0.005544246,0,0.716785526,0.90100039,0.984603667,0.990147913
175,ETH,Ethiopia,Dire Dawa,0,15598.88405,7546.434799,2012.546102,1535.532521,0,0,23145.31885,25157.86495,26693.39747,26693.39747,28817.25787,5805.655334,716.1875305,184.2975922,0,0,34622.9132,35339.10073,35523.39833,35523.39833,0.584372374,0.282707917,0.075394903,0.057524806,0,0,0.867080291,0.942475194,1,1,0.811219062,0.163431868,0.020161008,0.005188062,0,0,0.97465093,0.994811938,1,1
176,ETH,Ethiopia,Gambela Peoples,7539.373543,15731.20016,12828.43535,15685.53151,6144.836718,0,0,28559.63551,44245.16702,50390.00374,50390.00374,55316.67643,8734.953369,6143.118011,1191.241211,0,0,64051.6298,70194.74781,71385.98902,71385.98902,0.312188906,0.254582941,0.311282603,0.12194555,0,0,0.566771847,0.87805445,1,1,0.700873263,0.110673592,0.077834524,0.015093262,0,0,0.811546855,0.889381379,0.904474642,0.904474642
177,ETH,Ethiopia,Harari People,0,6376.283351,9084.069443,3033.074117,0,0,0,15460.35279,18493.42691,18493.42691,18493.42691,14591.08067,5948.7854,1094.4328,0,0,0,20539.86607,21634.29887,21634.29887,21634.29887,0.344786468,0.491205307,0.164008225,0,0,0,0.835991775,1,1,1,0.67444204,0.274970103,0.050587856,0,0,0,0.949412144,1,1,1
178,ETH,Ethiopia,Oromia,78525.11493,985915.7113,2321936.451,5703580.426,1840179.862,501725.4487,228907.0384,3307852.163,9011432.589,10851612.45,11353337.9,2313467.731,1612464.484,1837460.23,285308.8469,38360.48145,6167.398926,3925932.214,5763392.444,6048701.291,6087061.773,0.085123024,0.200473782,0.492441703,0.158879377,0.043318498,0.019763616,0.285596806,0.77803851,0.936917887,0.980236384,0.374847673,0.261265178,0.297720898,0.04622816,0.006215491,0.000999294,0.636112851,0.933833749,0.98006191,0.9862774
179,ETH,Ethiopia,Somali,956.4497681,68738.23103,87547.89246,113080.1693,25110.11958,0,0,156286.1235,269366.2928,294476.4123,294476.4123,273560.7539,62636.30405,38851.76183,3344.34375,0,0,336197.0579,375048.8198,378393.1635,378393.1635,0.233425253,0.297300187,0.384004166,0.085270394,0,0,0.53072544,0.914729606,1,1,0.721130968,0.165114981,0.102416769,0.008815994,0,0,0.886245949,0.988662718,0.997478712,0.997478712
180,ETH,Ethiopia,"Southern Nations, Nationalities And Peoples",28334.56192,857575.1045,535538.0254,633470.4191,300570.1685,255387.6967,215519.1045,1393113.13,2026583.549,2327153.718,2582541.414,2518593.304,400575.3254,219053.0746,38974.53482,20493.26709,4547.633301,2919168.63,3138221.705,3177196.239,3197689.506,0.306489119,0.191396155,0.226396254,0.107420896,0.091273114,0.077024461,0.497885275,0.724281528,0.831702425,0.922975539,0.77961226,0.123995182,0.067806288,0.012064284,0.006343542,0.001407687,0.903607441,0.971413729,0.983478013,0.989821555
